"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","23","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateCard","validateCard",""
"unknown","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","2","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","entertainmentSystem","entertainmentSystem",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","0","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateTransaction","validateTransaction",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","2","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","dontFixMe","dontFixMe",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","21","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","2","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendCommunication","sendCommunication",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","rollbackATransaction","rollbackATransaction",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","brakes","brakes",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Mon Mar 06 06:24:45 GMT 2023","Mon Mar 06 06:24:45 GMT 2023","1","Surefire suite","Surefire test","com.costa.luiz.testng.SpaceShipTest","com.costa.luiz.testng.SpaceShipTest","checkMeasureToBeMetric","Check the measure to be metric",""
